Материал|Завод|Склад|Краткий текст материала|СвобИспользЗапас|На КонтрКачества|Блокированный запас|Партия|Номер особого запаса
1012470|SL00|7815|Зажим механический CH-301 AM (Clamptek)|17|0|0||
1012490|SL00|7812|PT-407 клеммник нажимной 4 контакта|10|0|0||
1012494|SL00|4720|DIN7985 M3*16 Винт|152|0|0||
1012501|SL00||SL Силовой модуль 12В G FN19-02101-X|0|0|0||
1012501|SL00|4701|SL Силовой модуль 12В G FN19-02101-X|152630|0|0||
1012501|SL00|4704|SL Силовой модуль 12В G FN19-02101-X|13440|0|0||
1012501|SL00|4705|SL Силовой модуль 12В G FN19-02101-X|719|0|0||
1012501|SL00|4720|SL Силовой модуль 12В G FN19-02101-X|3746|0|0||
1012506|SL00|4720|Резистор MF-50-0.5-1 к J|1252|0|0||
1012509|SL00|4720|Предохранитель 5А TO73-8|387|0|0||
1012511|SL00|1600|Чехол StarLine E-серия кожа, черный|71|0|0||
1012511|SL00|2500|Чехол StarLine E-серия кожа, черный|23|0|0||
1012511|SL00|4707|Чехол StarLine E-серия кожа, черный|1010|0|26||
1012511|SL00|7700|Чехол StarLine E-серия кожа, черный|41|0|0||
1012511|SL00|7800|Чехол StarLine E-серия кожа, черный|1|0|0||
1012512|SL00|4701|Герконовый датчик YR-078 д/компл. Moto|500|0|0||
1012512|SL00|4720|Герконовый датчик YR-078 д/компл. Moto|450|0|0||
1012513|SL00|4701|Саморезы 4,2*16 д/монтажного комплекта|3651|0|0||
1012515|SL00|4720|Пакет 25*30 55мкм д/монтажного комплекта|3380|0|0||
1012521|SL00|4707|Трубка термоусадочная 6/3 черная|90|0|0||
1012527|SL00|4707|Брелок StarLine D64 с дисплеем оригинал.|6|0|0||
1012528|SL00|4707|Брелок StarLine B94 с дисплеем оригинал.|1|0|0||
1012530|SL00|1600|Брелок SLAVE LED д/E*/A/B/D64/94 б/дисп|12|0|0||
1012530|SL00|2500|Брелок SLAVE LED д/E*/A/B/D64/94 б/дисп|17|0|0||
1012530|SL00|4701|Брелок SLAVE LED д/E*/A/B/D64/94 б/дисп|240|0|0||
1012530|SL00|4707|Брелок SLAVE LED д/E*/A/B/D64/94 б/дисп|92|0|0||
1012530|SL00|7700|Брелок SLAVE LED д/E*/A/B/D64/94 б/дисп|23|0|0||
1012556|SL00|4701|Сирена S-20.3 (YR-3006) 20W д/ком б/кор.|0|0|147000||
1012556|SL00|4720|Сирена S-20.3 (YR-3006) 20W д/ком б/кор.|8443|0|0||
1012556|SL00|4729|Сирена S-20.3 (YR-3006) 20W д/ком б/кор.|0|0|2460||
1012556|SL00|4730|Сирена S-20.3 (YR-3006) 20W д/ком б/кор.|2|0|0||
1012557|SL00|4701|Сирена S-20.3 (YR-3006) 20W д/рем. б/кор|2235|0|0||
1012557|SL00|4704|Сирена S-20.3 (YR-3006) 20W д/рем. б/кор|9650|0|0||
1012579|SL00|4701|Силовой модуль T94|72|0|0||
1012581|SL00|4701|Стекло дисплея ЖК-брелка E-с. LOPL FY01|2940|0|0||
1012588|SL00||Датчик температуры SL G ZQ29 45см|0|0|0||
1012588|SL00|1600|Датчик температуры SL G ZQ29 45см|197|0|0||
1012588|SL00|2500|Датчик температуры SL G ZQ29 45см|443|0|0||
1012588|SL00|4701|Датчик температуры SL G ZQ29 45см|120493|0|0||
1012588|SL00|4705|Датчик температуры SL G ZQ29 45см|17999|0|0||
1012588|SL00|4707|Датчик температуры SL G ZQ29 45см|1066|4171|0||
1012588|SL00|4720|Датчик температуры SL G ZQ29 45см|13879|0|0||
1012588|SL00|4740|Датчик температуры SL G ZQ29 45см|1|0|0||
1012588|SL00|7700|Датчик температуры SL G ZQ29 45см|298|0|0||
1012599|SL00|1600|Герконовый датчик для T94 WSS02|8|0|0||
1012599|SL00|2500|Герконовый датчик для T94 WSS02|18|0|0||
1012599|SL00|4707|Герконовый датчик для T94 WSS02|431|0|0||
1012599|SL00|7700|Герконовый датчик для T94 WSS02|17|0|0||
1012604|SL00|7700|SL BP-03 Модуль обхода иммоб. RENAULT|34|0|0||
1012630|SL00|7700|SL BP-03 Модуль обхода иммоб. NISSAN|100|0|0||
1012637|SL00|4707|Программатор USB ver.2 G TS04-02100-X|1|0|0||
1012639|SL00|4723|Накладка на кнопки брел. B*2/B*4 RB EW01|95|0|0||
1012640|SL00|4723|310-00155.A Карабин ЖКбрелB92/94/96/X96|1319|0|0||
1012641|SL00|4723|Крышка бат.отсека брел.soft B6/9/A61/91|14|0|0||
1012647|SL00|7700|SL BP-03 Модуль обхода иммоб. ДЦ УАЗ|60|0|0||
1012661|SL00||Реле 5-конт. SL 5C12V с держ.12В|0|0|0||
1012661|SL00|1600|Реле 5-конт. SL 5C12V с держ.12В|861|0|0||
1012661|SL00|2500|Реле 5-конт. SL 5C12V с держ.12В|620|0|0||
1012661|SL00|4701|Реле 5-конт. SL 5C12V с держ.12В|105600|0|0||
1012661|SL00|4707|Реле 5-конт. SL 5C12V с держ.12В|1113|0|0||
1012661|SL00|4720|Реле 5-конт. SL 5C12V с держ.12В|8124|0|1||
1012661|SL00|7700|Реле 5-конт. SL 5C12V с держ.12В|1488|0|0||
1012662|SL00||Разъем 5-к.д/реле RS-5C-12/24, диод,30см|0|0|0||
1012662|SL00|1600|Разъем 5-к.д/реле RS-5C-12/24, диод,30см|2330|0|0||
1012662|SL00|2500|Разъем 5-к.д/реле RS-5C-12/24, диод,30см|880|0|0||
1012662|SL00|4701|Разъем 5-к.д/реле RS-5C-12/24, диод,30см|75000|0|0||
1012662|SL00|4707|Разъем 5-к.д/реле RS-5C-12/24, диод,30см|7706|0|0||
1012662|SL00|4720|Разъем 5-к.д/реле RS-5C-12/24, диод,30см|16036|0|0||
1012662|SL00|7700|Разъем 5-к.д/реле RS-5C-12/24, диод,30см|3341|0|27||
1012673|SL00|4720|Пленка полиолефин BE 500/1000 1335м 15мк|1|0|0||
1012676|SL00|4720|SIM-карта МТС M15 две недели в под.|9|0|0||
1012684|SL00|7700|SL BP-03 Модуль обхода иммоб. TOYOTA|65|0|0||
1012687|SL00|4701|Корпус брел.D/64/94 борд. не собр.|9148|0|0||
1012694|SL00|4701|Плата ЖКИ брелка E90s PCM FY21|1000|0|0||
1012708|SL00|7700|Гарантийный талон StarLine|7|0|0||
1012839|SL00|4701|Лоток к A/B/E 6*/9*/CAN картонный нижний|20000|0|0||
1012839|SL00|4720|Лоток к A/B/E 6*/9*/CAN картонный нижний|3209|0|0||
1012870|SL00|4720|Этикетка (стикер) объёмн. StarLine д/L10|2450|0|0||
1012877|SL00|4707|Наклейка (стикер) StarLine на стекло а/м|10|0|0||
1012918|SL00|4701|Шубер R2|308|0|0||
1013005|SL00|4720|SL Лоток для брелка B-серии|155|0|0||
1013011|SL00|4701|SL Лоток для брелка D-серии|234|0|0||
1013064|SL00|4701|SL A61 Коробка для инд. брелка|396|0|0||
1013065|SL00|4701|SL A91 Коробка для инд. брелка|800|0|0||
1013065|SL00|4720|SL A91 Коробка для инд. брелка|816|0|0||
1013069|SL00|4720|SL B92 Коробка для инд. брелка|484|0|0||
1013070|SL00|4701|Инструкция д/зап. инд. брелка A61/A91|7500|0|0||
1013070|SL00|4720|Инструкция д/зап. инд. брелка A61/A91|4830|0|0||
1013095|SL00|4720|Капли клеящиеся|15454|0|0||
1013124|SL00|7700|SL A94 Памятка|2|0|0||
1013133|SL00|4720|SL Лоток для брелка A/T-серии|540|0|0||
1013138|SL00|4720|SL T94 Памятка|579|0|0||
1013184|SL00|4720|SL Стикер M17 для HYUNDAI R9200AC41H|491|0|0||
1013185|SL00|4720|SL Стикер (наклейка) M17 для KIA|423|0|0||
1013236|SL00|4720|"SL GSM Мастер инструкция ""Быстрый старт"""|3092|0|0||
1013237|SL00|4701|"SL GPS Мастер инструкция ""Быстрый старт"""|1400|0|0||
1013237|SL00|4720|"SL GPS Мастер инструкция ""Быстрый старт"""|230|0|0||
1013244|SL00|4720|SL E90 Коробка для инд. брелка|692|0|0||
1013282|SL00|4701|SL A94 Коробка для инд. брелка|597|0|0||
1013282|SL00|4720|SL A94 Коробка для инд. брелка|840|0|0||
1013323|SL00|4720|Стикер StarLine M21 для Kia|100|0|0||
1013336|SL00|4701|SL Лоток картонный нижний укороченный|70000|0|0||
1013336|SL00|4720|SL Лоток картонный нижний укороченный|2899|0|0||
1013361|SL00|4720|Черный стикер для маяка M17 ГЛОНАСС|8153|0|198||
1013363|SL00|4701|"SL M17 ГЛОНАСС Инструкция ""Быстрый старт"|3200|0|0||
1013363|SL00|4720|"SL M17 ГЛОНАСС Инструкция ""Быстрый старт"|1568|0|0||
1013397|SL00|4720|SL M17 ГЛОНАСС карточка-памятка|1617|0|0||
1013408|SL00|4701|SL S-20.1 Инструкция для сирен|40|0|0||
1013410|SL00|1600|ЦВЕТНАЯ КОРОБКА M17 ГЛОНАСС|10|0|0||
1013410|SL00|2500|ЦВЕТНАЯ КОРОБКА M17 ГЛОНАСС|20|0|0||
1013410|SL00|4701|ЦВЕТНАЯ КОРОБКА M17 ГЛОНАСС|500|0|0||
1013410|SL00|4707|ЦВЕТНАЯ КОРОБКА M17 ГЛОНАСС|89|0|0||
1013410|SL00|4720|ЦВЕТНАЯ КОРОБКА M17 ГЛОНАСС|790|0|0||
1013410|SL00|7700|ЦВЕТНАЯ КОРОБКА M17 ГЛОНАСС|19|0|0||
1013411|SL00|4701|SL E60 Белая коробка|655|0|0||
1013412|SL00|4701|SL E90 Белая коробка|102|0|0||
1013415|SL00|4701|Книжка сертификат ПОБЕДИТ 50 000|112|0|0||
1013416|SL00|4701|Цветная коробка S-20.1|198|0|0||
1013421|SL00|1600|Цветная коробка E60/90/GSM GM-AVTOVAZ|11|0|0||
1013421|SL00|2500|Цветная коробка E60/90/GSM GM-AVTOVAZ|3|0|0||
1013421|SL00|4701|Цветная коробка E60/90/GSM GM-AVTOVAZ|403|0|0||
1013421|SL00|4707|Цветная коробка E60/90/GSM GM-AVTOVAZ|14|0|0||
1013421|SL00|7700|Цветная коробка E60/90/GSM GM-AVTOVAZ|46|0|0||
1013428|SL00|4720|Стикер прозрачн. d=30 д/коробки Победит|500|0|0||
1013437|SL00|4720|SL Держатель картонный д/компл. батареек|800|0|0||
1013438|SL00|4720|SL Пакет 5*11 см для комплекта батареек|1000|0|0||
1013441|SL00|4701|SL A61/A91 Лоток для запасного брелка|3000|0|0||
1013441|SL00|4720|SL A61/A91 Лоток для запасного брелка|2084|0|0||
1013442|SL00|4720|SL D64/D94 Лоток для инд. брелка|4090|0|0||
1013451|SL00|7802|Карта владельца SL i95 Lux|1000|0|0||
1013451|SL00|7813|Карта владельца SL i95 Lux|29|0|11||
1013451|SL00|7814|Карта владельца SL i95 Lux|500|0|0||
1013451|SL00|7899|Карта владельца SL i95 Lux|9|0|26||
1013462|SL00|4720|SL S-20.3 Инструкция для сирен|3153|0|0||
1013463|SL00|7802|Карта владельца SL i95|1500|0|0||
1013463|SL00|7813|Карта владельца SL i95|4|0|107||
1013463|SL00|7814|Карта владельца SL i95|3000|0|0||
1013463|SL00|7899|Карта владельца SL i95|27|0|131||
1013471|SL00|4720|SL S-20.3 Цветная коробка|3497|0|0||
1013473|SL00|4720|SL Лоток для инд. брелка E-серии|402|0|0||
1013474|SL00|4720|SL A64/A94 Лоток для запасного брелка|565|0|0||
1013475|SL00|4720|SL Лоток для инд. брелка B-серии|133|0|0||
1013486|SL00|4720|SL Стикер E61 д/Toyota|564|0|0||
1013487|SL00|4720|SL Стикер E91 д/Toyota|1902|0|0||
1013488|SL00|4720|SL Стикер E91 GSM д/Toyota|521|0|0||
1013502|SL00|4720|SL Стикер S-20.3 д/Toyota|188|0|0||
1013517|SL00|4701|Гофроящик бел. 392*192*508 (400*200*508)|3000|0|0||
1013517|SL00|4705|Гофроящик бел. 392*192*508 (400*200*508)|2491|0|0||
1013517|SL00|4720|Гофроящик бел. 392*192*508 (400*200*508)|405|0|0||
1013517|SL00|7709|Гофроящик бел. 392*192*508 (400*200*508)|150|0|0||
1013518|SL00|4709|Скрепа для п/п ленты 12мм (металл)|4000|0|0||
1013520|SL00|4701|Гофрпрокладка (800*1200)|500|0|0||
1013520|SL00|4720|Гофрпрокладка (800*1200)|1008|0|0||
1013520|SL00|4740|Гофрпрокладка (800*1200)|20|0|0||
1013522|SL00|4709|Гофрокартон (1000*1200)|352|0|0||
1013526|SL00|4701|Гофроящик бел. 304*216*429|2160|0|0||
1013526|SL00|4720|Гофроящик бел. 304*216*429|244|0|0||
1013527|SL00|1609|48340 Скотч прозрачный 50ммх66м Attache|3|0|0||
1013532|SL00|4709|Гофрокороб 615*365*315 №34|1125|0|0||
1013532|SL00|4740|Гофрокороб 615*365*315 №34|50|0|0||
1013532|SL00|7709|Гофрокороб 615*365*315 №34|53|0|0||
1013535|SL00|4701|ПВД пакет 400*700мм*50мкм (д/5 систем)|4200|0|0||
1013535|SL00|4720|ПВД пакет 400*700мм*50мкм (д/5 систем)|305|0|0||
1013536|SL00|4701|ПВД пакет 500*800мм*50мкм (д/10 систем)|24700|0|0||
1013537|SL00|4701|Гофрокороб 420х330х310|640|0|0||
1013537|SL00|4709|Гофрокороб 420х330х310|749|0|0||
1013537|SL00|7709|Гофрокороб 420х330х310|10|0|0||
1013548|SL00|4709|Гофрокороб 330х270x260|2010|0|0||
1013548|SL00|7700|Гофрокороб 330х270x260|40|0|0||
1013548|SL00|7709|Гофрокороб 330х270x260|23|0|0||
1013549|SL00|4701|Европоддон 3 сорт(1200*800 б/у)|42|0|0||
1013550|SL00|4709|Бумага для упаковки|0.178|0|0||
1013551|SL00|4709|Европоддон 2 сорт(1200*1000с обв)|3|0|0||
1013551|SL00|7700|Европоддон 2 сорт(1200*1000с обв)|48|0|0||
1013551|SL00|7709|Европоддон 2 сорт(1200*1000с обв)|23|0|0||
1013561|SL00|4720|Лента красящая 60мм*450м (Resin premium)|13|0|0||
1013562|SL00|4720|Лента красящая 110мм*450м(Resin premium)|14|0|0||
1013565|SL00|7812|Микросхема STM32F103C8T6 (д/SL-CAN2)|68|0|0|1000004773|
1013571|SL00|7812|Разъем SMD д/пл.шлейфа 1223-10-02 розетк|26|0|0|1000003685|
1013581|SL00|7812|Катушка СИЛ CDRH2D18/HPNP-100NC (Sumida)|47|0|0|1000003691|
1013582|SL00|7812|Катушка СИЛ  CR43NP-4R7MC (Sumida)|47|0|0|1000003219|
1013583|SL00|7812|Громкоговоритель HPS16C JLW|23|0|0|1000003221|
1013586|SL00|4701|Батарейка CR-123APA/B (Panasonic)|13200|0|0|1000035118|
1013586|SL00|4701|Батарейка CR-123APA/B (Panasonic)|4800|0|0|1000036530|
1013586|SL00|4701|Батарейка CR-123APA/B (Panasonic)|13200|0|0|1000036531|
1013586|SL00|4701|Батарейка CR-123APA/B (Panasonic)|18000|0|0|1000037071|
1013586|SL00|4720|Батарейка CR-123APA/B (Panasonic)|0|0|1|1000023970|
1013586|SL00|4720|Батарейка CR-123APA/B (Panasonic)|3412|0|0|1000035118|
1013599|SL00|7812|ЭЛ-ЛИТ TH SE 25V 100u Мини 85|116|0|0|1000003232|
1013601|SL00|7812|Звук.излучатель пьезо HCM12112 (JLworld)|20|0|0|1000005094|
1013602|SL00|4754|Микросхема LM2931AD-5.0R2G (ONS)|2180|0|0|1000028829|
1013602|SL00|4755|Микросхема LM2931AD-5.0R2G (ONS)|0|0|47500|1000028826|
1013602|SL00|4755|Микросхема LM2931AD-5.0R2G (ONS)|0|0|12500|1000028827|
1013602|SL00|4755|Микросхема LM2931AD-5.0R2G (ONS)|0|0|95000|1000028829|
1013602|SL00|7802|Микросхема LM2931AD-5.0R2G (ONS)|0|0|6134|1000024124|
1013602|SL00|7802|Микросхема LM2931AD-5.0R2G (ONS)|359|0|0|1000024125|
1013602|SL00|7802|Микросхема LM2931AD-5.0R2G (ONS)|0|0|10000|1000024126|
1013602|SL00|7802|Микросхема LM2931AD-5.0R2G (ONS)|48|0|0|K328480069|
1013602|SL00|7802|Микросхема LM2931AD-5.0R2G (ONS)|130|0|0|K351200003|35120-0001
1013602|SL00|7813|Микросхема LM2931AD-5.0R2G (ONS)|2|0|0|1000024125|
1013604|SL00|7812|Конденсатор ЭЛ-ЛИТ ECR 16в 22 мкф 5х11|100|0|0|1000003238|
1013606|SL00|7812|Светодиод TH D3 З L-312gd (Paralight)|423|0|0|1000003240|
1013647|SL00|7802|Микросхема VND5E025AK-E (ST)|1000|0|0|1000000038|
1013648|SL00|7802|Микросхема VNH5050A-E (ST)|42|0|0|1000035115|
1013648|SL00|7802|Микросхема VNH5050A-E (ST)|2570|0|0|1000035883|
1013648|SL00|7814|Микросхема VNH5050A-E (ST)|3|0|0|1000035115|
1013648|SL00|7814|Микросхема VNH5050A-E (ST)|26|0|0|1000035883|
1013649|SL00|7802|Микросхема VN5E050J-E (ST)|5000|0|0|1000000049|
1013649|SL00|7802|Микросхема VN5E050J-E (ST)|2500|0|0|1000004061|
1013649|SL00|7802|Микросхема VN5E050J-E (ST)|2500|0|0|1000011996|
1013649|SL00|7802|Микросхема VN5E050J-E (ST)|1213|0|0|1000011998|
1013649|SL00|7812|Микросхема VN5E050J-E (ST)|57|0|0|1000000049|
1013649|SL00|7814|Микросхема VN5E050J-E (ST)|1496|0|0|1000011994|
1013651|SL00|4752|Микросхема STM8L151G6U6 (ST)|30|0|0|K329150064|
1013651|SL00|4752|Микросхема STM8L151G6U6 (ST)|86|0|0|K329150482|
1013651|SL00|4752|Микросхема STM8L151G6U6 (ST)|101|0|0|K329151307|32915-0001
1013651|SL00|7802|Микросхема STM8L151G6U6 (ST)|3071|0|0|1000033311|
1013651|SL00|7802|Микросхема STM8L151G6U6 (ST)|6473|0|0|1000036271|
1013651|SL00|7814|Микросхема STM8L151G6U6 (ST)|54|0|0|1000028302|
1013652|SL00|7812|Микросхема STM32F103VCT6 (ST)|100|0|0|1000004046|
1013653|SL00|4752|Микросхема LIS3DHTR (St micro)|16000|0|0|1000037405|
1013653|SL00|4752|Микросхема LIS3DHTR (St micro)|24000|0|0|1000037660|
